,year,country,Net migration,tas,pr,Arable land (%25 of land area),Population growth (annual %25),"Population, total"
205,2005-01-01,BIH,-59246.0,10.4499558,88.808466,19.83984375,-0.15069672738107448,3756750.0
206,2010-01-01,BIH,-258529.0,11.095496000000002,94.56982333333333,19.609375,-1.189497374111853,3657206.3333333335
207,1960-01-01,BWA,-22436.0,21.284993,29.497006999999996,0.70403896035149,2.071738831232,524553.2
208,1965-01-01,BWA,-24198.0,21.387849600000003,31.481809799999997,0.70580346902405,2.19088657540171,584859.4
209,1970-01-01,BWA,3992.0,21.398693599999998,35.682477,0.706862174227586,3.125836546238938,669155.6
210,1975-01-01,BWA,17744.0,21.0141494,36.918551,0.7082737811656342,3.818730880577718,801881.0
211,1980-01-01,BWA,5203.0,21.7300882,27.762734000000002,0.713214405448803,3.5178797041651277,963744.0
212,1985-01-01,BWA,46821.0,21.846169999999997,29.824095399999997,0.7220369488116031,3.7553214314465664,1155996.4
213,1990-01-01,BWA,24296.0,22.002537599999997,25.110463,0.6052264746881232,2.8357579762241243,1361960.2
214,1995-01-01,BWA,36443.0,22.3944086,31.2765984,0.5152365323875566,2.3177851144805737,1540083.4
215,2000-01-01,BWA,26928.0,22.382517200000002,34.056863400000005,0.42912850916662243,1.8410217735653522,1704515.8
216,2005-01-01,BWA,26928.0,22.4101024,32.4256786,0.4298343126356466,2.02344764643144,1875916.4
217,2010-01-01,BWA,-73138.0,22.066117000000002,38.032599999999995,0.5105311759273964,1.4369357960915565,2014019.3333333333
218,1960-01-01,BRA,0.0,24.92536,143.705112,2.9647146374671878,2.899795814968826,76568425.0
219,1965-01-01,BRA,0.0,25.036109,144.017506,3.637172863818982,2.6925036828834656,88047908.4
220,1970-01-01,BRA,0.0,24.7680824,151.228242,4.54646607977373,2.4257423949899923,99884252.6
221,1975-01-01,BRA,0.0,24.6026908,148.274036,5.214078730435242,2.369907282731036,112486419.8
222,1980-01-01,BRA,0.0,24.8218328,144.86458199999998,5.54429574043986,2.3209969814156954,126519007.4
223,1985-01-01,BRA,0.0,24.945912800000002,149.580716,5.874512750444478,2.0029845551296637,140846080.2
224,1990-01-01,BRA,0.0,24.994918,141.9652,6.20930015529771,1.715384703357606,154238481.6
225,1995-01-01,BRA,0.0,25.3096944,149.546426,6.919458156958368,1.5544706846357719,167189509.8
226,2000-01-01,BRA,0.0,25.4181736,150.88830000000002,7.44932241952157,1.312509112383248,179467928.2
227,2005-01-01,BRA,0.0,25.491300400000004,154.181826,8.321779726111313,1.0460399550797752,190068354.4
228,2010-01-01,BRA,15924.0,25.551349,148.23829,8.58416665270822,0.9158168172488756,197505155.0
229,1960-01-01,BRN,6422.0,25.9047618,247.517622,0.759013282732448,4.5583321987899925,89619.4
230,1965-01-01,BRN,10843.0,25.855238000000003,260.769752,1.0626185958254257,4.680065522465396,112721.2
231,1970-01-01,BRN,10886.0,25.989047199999998,248.87428,0.8349146110056924,4.536779603409405,142161.2
232,1975-01-01,BRN,8293.0,25.812857199999996,257.049284,0.759013282732448,3.8088766622474863,174666.0
233,1980-01-01,BRN,3622.0,26.061666000000002,261.38785399999995,0.569259962049336,3.019282694858798,206043.2
234,1985-01-01,BRN,3684.0,26.051429000000002,267.950952,0.569259962049336,2.839569690655392,237757.8
235,1990-01-01,BRN,4770.0,26.205237600000004,212.615236,0.379506641366224,2.8144082431974438,273991.6
236,1995-01-01,BRN,4188.0,26.361190399999998,263.62690000000003,0.379506641366224,2.3908991202849856,311809.6
237,2000-01-01,BRN,422.0,26.4502388,251.037612,0.379506641366224,1.939728881550416,346541.4
238,2005-01-01,BRN,-2257.0,26.236666200000002,279.727376,0.5313092979127136,1.3173988224180502,374733.8
239,2010-01-01,BRN,-901.0,26.096759333333335,315.46526666666665,0.759013282732448,1.2845372210946033,393774.3333333333
240,1960-01-01,BGR,-1437.0,10.918205200000001,48.511153199999995,37.792642140468224,0.8825647653857251,8009184.6
241,1965-01-01,BGR,-6423.0,10.8878634,48.5217952,37.5865497604628,0.699366825958952,8315245.2
242,1970-01-01,BGR,-43396.0,10.712329,47.053056000000005,37.277411190454686,0.5717076840831092,8580376.2
243,1975-01-01,BGR,-94868.0,10.705128400000001,48.257587,35.53647292777728,0.336363595247359,8784699.2
244,1980-01-01,BGR,-22346.0,10.5924999,46.152114600000004,34.50781885564494,0.30301785275739557,8914105.2
245,1985-01-01,BGR,-184143.0,10.6472218,41.83297040000001,34.6054415619633,-0.18770995006290137,8949699.0
246,1990-01-01,BGR,-356464.0,11.0224143,42.133845799999996,35.85103498146979,-1.0010563161858594,8561344.8
247,1995-01-01,BGR,-133824.0,10.875085,51.719315400000006,35.45692850040676,-0.5595753320985402,8309674.2
248,2000-01-01,BGR,-85500.0,11.5579484,42.728076,31.011873894274622,-1.2404275980450503,7901732.4
249,2005-01-01,BGR,-83742.0,11.6806625,47.797670600000004,28.770824298704497,-0.7187939504218094,7548467.2
250,2010-01-01,BGR,-24472.0,11.960198333333333,52.45067633333333,29.94657332350773,-0.6262416545051214,7349938.333333333
251,1960-01-01,BFA,-144723.0,27.9521906,73.351844,7.813413742690058,1.35838109464267,4962181.0
